subj,block,ttype,mag,amp,dur
c_P12,0,EASY,0.324578,63.282811,0.018000
c_P12,0,EASY,0.701827,122.217307,0.020000
c_P12,0,EASY,0.420518,71.107086,0.014000
c_P12,0,EASY,0.921026,187.402181,0.020000
c_P12,0,EASY,0.402757,78.931319,0.016000
c_P12,0,EASY,0.278344,39.291963,0.010000
c_P12,0,EASY,0.407071,59.631025,0.018000
c_P12,0,EASY,0.411973,80.667064,0.016000
c_P12,0,EASY,0.547486,108.138218,0.018000
c_P12,0,EASY,0.690077,152.297264,0.020000
c_P12,0,EASY,0.341431,50.069667,0.016000
c_P12,0,EASY,0.831431,179.065035,0.022000
c_P12,0,EASY,0.218854,41.031504,0.008000
c_P12,0,EASY,0.539478,105.875130,0.016000
c_P12,0,EASY,0.499261,103.445141,0.016000
c_P12,0,EASY,0.939572,186.367554,0.018000
c_P12,0,EASY,0.419872,87.796945,0.020000
c_P12,0,EASY,0.727243,117.524302,0.018000
c_P12,0,EASY,0.754273,153.165065,0.018000
c_P12,0,EASY,0.540251,95.801320,0.022000
c_P12,0,EASY,0.481534,79.111570,0.016000
c_P12,0,EASY,0.529864,89.018634,0.018000
c_P12,0,EASY,0.446332,91.101511,0.016000
c_P12,0,EASY,0.292850,44.684577,0.006000
c_P12,0,EASY,0.162921,25.556274,0.006000
c_P12,0,EASY,0.346849,60.501830,0.012000
c_P12,0,EASY,0.353661,62.935658,0.014000
c_P12,0,EASY,0.634708,133.525802,0.020000
c_P12,0,EASY,0.577289,110.227732,0.020000
c_P12,0,EASY,0.553694,112.664379,0.018000
c_P12,0,EASY,0.352039,57.200947,0.016000
c_P12,0,EASY,0.368936,56.851706,0.014000
c_P12,0,EASY,0.417840,59.984854,0.016000
c_P12,0,EASY,0.426679,86.748829,0.016000
c_P12,0,EASY,0.624104,95.968216,0.020000
c_P12,0,EASY,0.226939,51.286380,0.006000
c_P12,0,EASY,0.617554,143.948380,0.012000
c_P12,0,EASY,0.490310,91.797888,0.014000
c_P12,0,EASY,0.515031,105.181265,0.012000
c_P12,0,EASY,0.379404,63.109235,0.016000
c_P12,0,EASY,0.227383,38.593476,0.006000
c_P12,0,EASY,0.285044,45.375551,0.014000
c_P12,0,EASY,0.676225,148.991267,0.032000
c_P12,0,EASY,0.725537,144.814105,0.014000
c_P12,0,EASY,0.656247,129.690678,0.036000
c_P12,0,EASY,0.797863,140.298555,0.046000
c_P12,0,EASY,0.664031,139.780785,0.034000
c_P12,0,EASY,0.345968,60.501830,0.020000
c_P12,0,EASY,0.333522,81.187787,0.006000
c_P12,0,EASY,0.380747,76.501272,0.006000
c_P12,0,EASY,0.323141,49.374939,0.016000
c_P12,0,EASY,0.575037,112.830438,0.008000
c_P12,0,EASY,0.601296,129.345216,0.020000
c_P12,0,EASY,0.266147,40.681426,0.014000
c_P12,0,EASY,0.792581,139.086532,0.026000
c_P12,0,EASY,1.026254,174.024891,0.022000
c_P12,0,EASY,0.506326,94.403980,0.018000
c_P12,0,EASY,0.662541,158.725638,0.034000
c_P12,0,EASY,0.914984,178.190595,0.020000
c_P12,0,EASY,0.498148,102.577287,0.016000
c_P12,0,EASY,0.606184,115.434806,0.018000
c_P12,0,EASY,0.662331,126.743394,0.016000
c_P12,0,EASY,0.392358,62.061099,0.028000
c_P12,0,EASY,0.576578,95.621072,0.016000
c_P12,0,EASY,0.367834,91.789126,0.006000
c_P12,0,EASY,0.367386,66.761014,0.014000
c_P12,0,EASY,0.645724,145.167905,0.018000
c_P12,0,EASY,0.688640,135.087884,0.024000
c_P12,0,EASY,0.693171,165.334181,0.028000
c_P12,0,EASY,0.849950,181.841873,0.032000
c_P12,0,EASY,0.589772,95.966130,0.008000
c_P12,0,EASY,1.201339,183.408010,0.040000
c_P12,0,EASY,0.525788,118.913681,0.006000
c_P12,0,EASY,0.412610,83.798075,0.012000
c_P12,0,EASY,0.523259,131.605739,0.024000
c_P12,0,EASY,0.345724,70.926835,0.006000
c_P12,0,EASY,0.475775,93.357956,0.010000
c_P12,0,EASY,0.348737,64.150694,0.014000
c_P12,0,EASY,1.300073,165.674619,0.012000
c_P12,0,EASY,0.733621,132.476903,0.018000
c_P12,0,EASY,0.367452,78.406840,0.010000
c_P12,0,EASY,0.631277,159.947223,0.030000
c_P12,0,EASY,0.637427,111.091824,0.014000
c_P12,0,EASY,0.282804,41.548901,0.008000
c_P12,0,EASY,0.184533,27.819481,0.006000
c_P12,0,EASY,0.405215,81.711431,0.006000
c_P12,0,EASY,0.950122,156.643767,0.030000
c_P12,0,EASY,0.480770,73.370244,0.024000
c_P12,0,EASY,0.540385,141.863543,0.034000
c_P12,0,EASY,0.570338,111.613784,0.016000
c_P12,0,EASY,0.340416,62.241352,0.012000
c_P12,0,EASY,0.406287,98.585146,0.006000
c_P12,0,EASY,0.344393,58.062156,0.012000
c_P12,0,EASY,0.923581,197.314475,0.018000
c_P12,0,EASY,0.475701,87.616696,0.014000
c_P12,0,EASY,0.685142,181.321217,0.032000
c_P12,0,EASY,0.457826,113.351980,0.006000
c_P12,0,EASY,0.315742,54.069880,0.010000
c_P12,0,EASY,0.360299,52.507682,0.012000
c_P12,0,EASY,0.166761,23.646901,0.006000
c_P12,0,EASY,0.968098,186.881531,0.022000
c_P12,0,EASY,0.195603,28.687377,0.008000
c_P12,0,EASY,0.872123,194.357494,0.024000
c_P12,0,EASY,0.375937,70.412784,0.014000
c_P12,0,EASY,0.406074,94.920107,0.006000
c_P12,0,EASY,0.455122,100.487757,0.006000
c_P12,0,EASY,0.514136,79.800026,0.012000
c_P12,0,EASY,0.582488,94.579638,0.018000
c_P12,0,EASY,0.531677,105.527989,0.016000
c_P12,0,EASY,0.372089,67.108166,0.014000
c_P12,0,EASY,0.323749,59.631025,0.016000
c_P12,0,EASY,0.401341,68.156298,0.016000
c_P12,0,EASY,0.585523,79.792516,0.016000
c_P12,0,EASY,0.394848,74.585270,0.018000
c_P12,0,EASY,0.576676,110.394626,0.016000
c_P12,0,EASY,0.399593,100.834899,0.006000
c_P12,0,EASY,0.259623,40.332183,0.014000
c_P12,0,EASY,0.896024,193.489754,0.020000
c_P12,0,EASY,0.226025,34.248583,0.010000
c_P12,0,EASY,0.255770,31.644898,0.010000
c_P12,0,EASY,0.407027,65.195907,0.014000
c_P12,0,EASY,0.690875,121.870172,0.018000
c_P12,0,EASY,0.807792,148.125129,0.020000
c_P12,0,EASY,0.416484,74.584019,0.020000
c_P12,0,EASY,0.607584,120.828768,0.020000
c_P12,0,EASY,0.456202,91.448656,0.022000
c_P12,0,EASY,0.442480,69.191077,0.014000
c_P12,0,EASY,0.328463,57.721678,0.012000
c_P12,0,EASY,0.289697,51.459541,0.012000
c_P12,0,EASY,0.278514,47.300349,0.012000
c_P12,0,EASY,0.352143,59.631025,0.018000
c_P12,0,EASY,0.544792,80.667481,0.014000
c_P12,0,EASY,0.479080,90.747689,0.016000
c_P12,0,EASY,0.435347,73.717394,0.014000
c_P12,0,EASY,0.330982,45.377638,0.016000
c_P12,0,EASY,0.428316,72.849517,0.016000
c_P12,0,EASY,0.328602,59.978178,0.016000
c_P12,0,EASY,0.407167,65.893133,0.016000
c_P12,0,EASY,0.484720,98.057755,0.018000
c_P12,0,EASY,0.420979,67.101490,0.018000
c_P12,0,EASY,0.312888,57.367848,0.018000
c_P12,0,EASY,0.440923,93.878673,0.016000
c_P12,0,EASY,0.666598,163.071263,0.030000
c_P12,0,EASY,0.601173,116.135755,0.016000
c_P12,0,EASY,0.223823,33.554267,0.012000
c_P12,0,EASY,0.156100,22.078010,0.006000
c_P12,0,EASY,0.597272,92.142947,0.018000
c_P12,0,EASY,0.500059,98.051079,0.018000
c_P12,0,EASY,0.333937,62.067775,0.010000
c_P12,0,EASY,0.639031,105.530493,0.060000
c_P12,0,EASY,0.363017,53.028415,0.014000
c_P12,0,EASY,0.312924,50.938808,0.018000
c_P12,0,EASY,0.285585,55.291597,0.012000
c_P12,0,EASY,0.372020,55.465175,0.014000
c_P12,0,EASY,0.378556,66.941266,0.016000
c_P12,0,EASY,0.348281,67.802470,0.014000
c_P12,0,EASY,0.396156,72.669266,0.018000
c_P12,0,EASY,0.321457,51.285963,0.016000
c_P12,0,EASY,0.423163,78.931319,0.016000
c_P12,0,EASY,0.240363,43.641856,0.012000
c_P12,0,EASY,0.281790,47.463495,0.016000
c_P12,0,EASY,0.332638,63.983793,0.014000
c_P12,0,EASY,0.228865,42.773964,0.008000
c_P12,0,EASY,0.327093,62.942334,0.012000
c_P12,0,EASY,0.765831,175.587294,0.008000
c_P12,0,EASY,0.294118,47.460575,0.012000
c_P12,0,EASY,0.239241,33.553850,0.006000
c_P12,0,EASY,0.314148,44.508078,0.008000
c_P12,0,EASY,0.586543,119.086415,0.018000
c_P12,0,EASY,0.590789,103.792283,0.016000
c_P12,0,EASY,0.312760,42.769374,0.014000
c_P12,0,EASY,0.385843,63.282811,0.014000
c_P12,0,EASY,0.545754,103.792283,0.014000
c_P12,0,EASY,0.433702,81.528260,0.018000
c_P12,0,EASY,0.340233,55.812329,0.016000
c_P12,0,EASY,0.768481,191.580720,0.096000
c_P12,0,EASY,1.239655,174.545970,0.010000
c_P12,0,EASY,0.384499,53.547061,0.020000
c_P12,0,EASY,0.372401,87.103903,0.006000
c_P12,0,EASY,0.662270,102.917753,0.010000
c_P12,0,EASY,0.508561,127.778116,0.030000
c_P12,0,EASY,0.686472,138.385602,0.020000
c_P12,0,EASY,0.197915,22.425169,0.008000
c_P12,0,EASY,0.341055,56.502465,0.014000
c_P12,0,EASY,0.402008,53.719804,0.014000
c_P12,0,EASY,0.886031,187.755957,0.022000
c_P12,0,EASY,0.500381,98.231327,0.024000
c_P12,0,EASY,0.627508,124.480354,0.018000
c_P12,0,EASY,0.574267,122.390874,0.016000
c_P12,0,EASY,0.893794,173.671524,0.016000
c_P12,0,EASY,0.581395,116.823353,0.020000
c_P12,0,EASY,0.461479,72.849517,0.016000
c_P12,0,EASY,0.536549,104.486566,0.018000
c_P12,0,EASY,0.406848,75.286247,0.014000
c_P12,0,EASY,0.270414,53.201575,0.016000
c_P12,0,EASY,0.502956,84.321300,0.014000
c_P12,0,EASY,0.442760,62.413260,0.016000
c_P12,0,EASY,0.407157,61.027567,0.016000
c_P12,0,EASY,0.269288,37.553256,0.010000
c_P12,0,EASY,0.372151,85.880961,0.020000
c_P12,0,EASY,0.724425,146.910199,0.024000
c_P12,0,EASY,0.511990,95.961540,0.018000
c_P12,0,EASY,0.516648,97.877507,0.020000
c_P12,0,EASY,0.462879,90.580792,0.016000
c_P12,0,EASY,0.626504,110.741765,0.018000
c_P12,0,EASY,0.419597,61.540369,0.016000
c_P18,2,CONTROL,0.455823,177.669936,0.042000
c_P18,2,CONTROL,0.633319,164.806835,0.032000
c_P18,2,CONTROL,0.229591,40.330514,0.010000
c_P18,2,CONTROL,0.154524,25.910109,0.006000
c_P18,2,CONTROL,0.207483,31.818894,0.008000
c_P18,2,CONTROL,0.194826,28.860956,0.010000
c_P18,2,CONTROL,0.243082,39.809778,0.010000
c_P18,2,CONTROL,0.147717,23.994060,0.006000
c_P18,2,CONTROL,0.206403,33.547591,0.012000
c_P18,2,CONTROL,0.125932,23.299742,0.006000
c_P18,2,CONTROL,0.180878,27.993060,0.014000
c_P18,2,CONTROL,0.279122,49.550185,0.012000
c_P18,2,CONTROL,0.256704,49.203030,0.014000
c_P18,2,CONTROL,0.165464,25.729853,0.008000
c_P18,2,CONTROL,0.209991,28.340219,0.014000
c_P18,2,CONTROL,0.168261,25.382695,0.008000
c_P18,2,CONTROL,0.202843,36.171302,0.008000
c_P18,2,CONTROL,0.133727,17.912100,0.006000
c_P18,2,CONTROL,0.217647,37.720159,0.010000
c_P18,2,CONTROL,0.302228,59.978178,0.014000
c_P18,2,CONTROL,0.405563,86.234784,0.020000
c_P18,2,CONTROL,0.213083,37.373001,0.012000
c_P18,2,CONTROL,0.144410,24.688377,0.006000
c_P18,2,CONTROL,0.146355,21.390368,0.012000
c_P18,2,CONTROL,0.284492,65.199662,0.026000
c_P18,2,CONTROL,0.219824,45.375551,0.006000
c_P18,2,CONTROL,0.240639,35.817469,0.012000
c_P18,2,CONTROL,0.153602,21.730851,0.012000
c_P18,2,CONTROL,0.455545,144.470319,0.014000
c_P18,2,CONTROL,0.385882,114.223579,0.010000
c_P18,2,CONTROL,0.249791,44.503071,0.014000
c_P18,2,CONTROL,0.173265,31.471319,0.010000
c_P18,2,CONTROL,0.129888,22.425169,0.006000
c_P18,2,CONTROL,0.182835,29.388370,0.010000
c_P18,2,CONTROL,0.207617,36.685362,0.012000
c_P18,2,CONTROL,0.228930,46.078626,0.012000
c_P18,2,CONTROL,0.269862,49.547682,0.012000
c_P18,2,CONTROL,0.172369,27.992226,0.006000
c_P18,2,CONTROL,0.363368,63.107983,0.020000
c_P18,2,CONTROL,0.363226,53.549147,0.014000
c_P18,2,CONTROL,0.217580,32.859117,0.010000
c_P18,2,CONTROL,0.193907,28.859704,0.016000
c_P18,2,CONTROL,0.140948,21.904430,0.006000
c_P18,2,CONTROL,0.219780,30.242913,0.014000
c_P18,2,CONTROL,0.186581,32.165635,0.008000
c_P18,2,CONTROL,0.291771,51.633118,0.014000
c_P18,2,CONTROL,0.379688,67.635570,0.018000
c_P18,2,CONTROL,0.198330,32.339214,0.012000
c_P18,2,CONTROL,0.252950,40.330514,0.016000
c_P18,2,CONTROL,0.209045,39.816454,0.012000
c_P18,2,CONTROL,0.163160,25.209115,0.006000
c_P18,2,CONTROL,0.147888,17.558265,0.006000
c_P18,2,CONTROL,0.252084,44.336169,0.010000
c_P18,2,CONTROL,0.228269,44.336169,0.028000
c_P18,2,CONTROL,0.190921,35.296732,0.010000
c_P18,2,CONTROL,0.245829,43.815434,0.010000
c_P18,2,CONTROL,0.236339,43.815434,0.012000
c_P18,2,CONTROL,0.285458,79.105311,0.008000
c_P18,2,CONTROL,0.343978,82.751624,0.006000
c_P18,2,CONTROL,0.475249,103.442638,0.016000
c_P18,2,CONTROL,0.163517,25.904267,0.006000
c_P18,2,CONTROL,0.277080,55.109258,0.010000
c_P18,2,CONTROL,0.150799,22.598748,0.006000
c_P18,2,CONTROL,0.232440,32.332538,0.016000
c_P18,2,CONTROL,0.234560,45.551216,0.014000
c_P18,2,CONTROL,0.226343,37.893737,0.014000
c_P18,2,CONTROL,0.260571,43.635180,0.012000
c_P18,2,CONTROL,0.177134,28.867632,0.014000
c_P18,2,CONTROL,0.161509,20.515794,0.006000
c_P18,2,CONTROL,0.244302,42.420131,0.014000
c_P18,2,CONTROL,0.292693,51.466217,0.018000
c_P18,2,CONTROL,0.331917,62.935658,0.018000
c_P18,2,CONTROL,0.234654,42.072974,0.014000
c_P18,2,CONTROL,0.151921,22.425169,0.008000
c_P18,2,CONTROL,0.428479,99.619900,0.008000
c_P18,2,CONTROL,0.214894,31.296906,0.016000
c_P18,2,CONTROL,0.258334,49.369932,0.012000
c_P18,2,CONTROL,0.201667,27.466481,0.016000
c_P18,2,CONTROL,0.175431,27.992226,0.008000
c_P18,2,CONTROL,0.183883,29.027859,0.010000
c_P18,2,CONTROL,0.176836,30.950582,0.008000
c_P18,2,CONTROL,0.228848,34.422162,0.014000
c_P18,2,CONTROL,0.268860,47.987985,0.014000
c_P18,2,CONTROL,0.189076,25.035536,0.014000
c_P18,2,CONTROL,0.176007,28.507122,0.010000
c_P18,2,CONTROL,0.235941,41.725818,0.012000
c_P18,2,CONTROL,0.244558,34.949574,0.012000
c_P18,2,CONTROL,0.217031,38.421149,0.016000
c_P18,2,CONTROL,0.238606,40.684347,0.010000
c_P18,2,CONTROL,0.180862,26.250591,0.012000
c_P18,2,CONTROL,0.208369,35.116477,0.010000
c_P18,2,CONTROL,0.187796,27.131840,0.012000
c_P18,2,CONTROL,0.293537,47.286997,0.014000
c_P18,2,CONTROL,0.250427,35.470311,0.014000
c_P18,2,CONTROL,0.329618,60.852738,0.018000
c_P18,2,CONTROL,0.204832,37.206099,0.014000
c_P18,2,CONTROL,0.267916,46.245528,0.010000
c_P18,2,CONTROL,0.233750,41.385337,0.014000
c_P18,2,CONTROL,0.321119,55.291597,0.014000
c_P18,2,CONTROL,0.148877,21.911106,0.008000
c_P18,2,CONTROL,0.184231,26.771329,0.012000
c_P18,2,CONTROL,0.143267,23.126162,0.008000
c_P18,2,CONTROL,0.167665,26.597750,0.010000
c_P18,2,CONTROL,0.300777,43.118617,0.014000
c_P18,2,CONTROL,0.391735,75.446470,0.020000
c_P18,2,CONTROL,0.231488,34.422162,0.010000
c_P18,2,CONTROL,0.213145,34.949574,0.008000
c_P18,2,CONTROL,0.158579,21.730851,0.008000
c_P18,2,CONTROL,0.202662,31.471319,0.014000
c_P18,2,CONTROL,0.203627,31.471319,0.016000
c_P18,2,CONTROL,0.156317,25.215791,0.008000
c_P18,2,CONTROL,0.277393,47.120095,0.016000
c_P18,2,CONTROL,0.260677,55.638752,0.016000
c_P18,2,CONTROL,0.133213,26.424171,0.006000
c_P18,2,CONTROL,0.244800,43.641856,0.016000
c_P18,2,CONTROL,0.235148,31.471319,0.008000
c_P18,2,CONTROL,0.161330,24.334542,0.010000
c_P18,2,CONTROL,0.137539,17.384685,0.006000
c_P18,2,CONTROL,0.230543,38.240895,0.010000
c_P18,2,CONTROL,0.250375,45.030481,0.012000
c_P18,2,CONTROL,0.277901,50.424750,0.010000
c_P18,2,CONTROL,0.231309,39.122140,0.014000
c_P18,2,CONTROL,0.311494,58.589563,0.016000
c_P18,2,CONTROL,0.336964,65.539304,0.014000
c_P05,2,DIFF,0.976325,198.709524,0.020000
c_P05,2,DIFF,0.661855,121.870172,0.014000
c_P05,2,DIFF,0.606689,119.613794,0.014000
c_P05,2,DIFF,0.595114,124.834163,0.016000
c_P05,2,DIFF,0.515840,105.180848,0.016000
c_P05,2,DIFF,0.725450,134.907644,0.014000
c_P05,2,DIFF,0.303250,49.029452,0.014000
c_P05,2,DIFF,0.714658,138.552490,0.016000
c_P05,2,DIFF,0.529334,154.546868,0.030000
c_P05,2,DIFF,0.664658,140.995728,0.018000
c_P05,2,DIFF,0.370466,69.717229,0.010000
c_P05,2,DIFF,0.596498,142.209834,0.016000
c_P05,2,DIFF,0.399822,82.409483,0.026000
c_P05,2,DIFF,0.583584,101.876327,0.018000
c_P05,2,DIFF,0.748046,152.990253,0.030000
c_P05,2,DIFF,0.968436,196.616950,0.042000
c_P05,2,DIFF,0.357540,74.758846,0.026000
c_P05,2,DIFF,0.731356,143.599169,0.016000
c_P05,2,DIFF,0.795665,154.039540,0.016000
c_P05,2,DIFF,0.608221,113.699118,0.022000
c_P05,2,DIFF,0.696099,143.258720,0.018000
c_P05,2,DIFF,0.532599,117.524302,0.024000
c_P05,2,DIFF,0.489814,77.539383,0.026000
c_P05,2,DIFF,0.488581,81.187787,0.014000
c_P05,2,DIFF,0.426287,94.406066,0.012000
c_P05,2,DIFF,0.463216,109.707023,0.026000
c_P05,2,DIFF,0.735819,140.294800,0.014000
c_P05,2,DIFF,0.617087,108.832498,0.016000
c_P05,2,DIFF,0.625396,113.171735,0.016000
c_P05,2,DIFF,0.527650,103.959178,0.014000
c_P05,2,DIFF,0.323490,50.945484,0.016000
c_P05,2,DIFF,0.396011,64.157370,0.012000
c_P05,2,DIFF,0.316553,65.712881,0.010000
c_P05,2,DIFF,0.342368,60.672486,0.010000
c_P05,2,DIFF,0.440083,128.477804,0.026000
c_P05,2,DIFF,1.169298,210.876822,0.072000
c_P05,2,DIFF,0.241658,40.857925,0.006000
c_P05,2,DIFF,0.636633,129.179995,0.018000
c_P05,2,DIFF,0.470237,88.491239,0.016000
c_P05,2,DIFF,0.558038,94.052245,0.018000
c_P05,2,DIFF,0.499061,102.924429,0.014000
c_P05,2,DIFF,0.645968,125.521754,0.016000
c_P05,2,DIFF,0.713213,150.034301,0.018000
c_P05,2,DIFF,0.573288,155.247782,0.024000
c_P05,2,DIFF,0.516698,97.016324,0.016000
c_P05,2,DIFF,0.551504,102.917753,0.016000
c_P05,2,DIFF,0.318480,57.194271,0.014000
c_P05,2,DIFF,0.536188,106.916552,0.016000
c_P05,2,DIFF,0.518826,103.618712,0.016000
c_P05,2,DIFF,0.596586,119.086415,0.016000
c_P05,2,DIFF,0.588411,123.959653,0.018000
c_P05,2,DIFF,0.206951,35.290056,0.006000
c_P05,2,DIFF,0.315955,46.599361,0.006000
c_P05,2,DIFF,0.389495,60.512261,0.008000
c_P05,2,DIFF,0.405244,59.103618,0.010000
c_P05,2,DIFF,0.276453,37.379677,0.006000
c_P05,2,DIFF,0.451495,61.727298,0.016000
c_P05,2,DIFF,0.334418,55.458498,0.012000
c_P05,2,DIFF,0.376082,63.803541,0.014000
c_P05,2,DIFF,0.554278,102.924429,0.014000
c_P05,2,DIFF,0.452597,74.411695,0.016000
c_P05,2,DIFF,0.380998,53.028415,0.012000
c_P05,2,DIFF,0.518743,97.530364,0.016000
c_P05,2,DIFF,0.481291,98.565119,0.016000
c_P05,2,DIFF,0.380096,59.457448,0.014000
c_P05,2,DIFF,0.375131,52.330349,0.016000
c_P05,2,DIFF,0.432879,78.757744,0.018000
c_P05,2,DIFF,0.493712,90.226970,0.014000
c_P05,2,DIFF,0.483232,82.062334,0.016000
c_P05,2,DIFF,0.435288,79.979442,0.016000
c_P05,2,DIFF,0.436418,72.322115,0.016000
c_P05,2,DIFF,0.469521,77.195572,0.016000
c_P05,2,DIFF,0.424506,84.839518,0.014000
c_P05,2,DIFF,0.414201,57.374524,0.014000
c_P05,2,DIFF,0.272647,43.635180,0.008000
c_P05,2,DIFF,0.442820,72.849517,0.012000
c_P05,2,DIFF,0.427744,71.460914,0.010000
c_P05,2,DIFF,0.281824,43.114862,0.006000
c_P05,2,DIFF,0.440891,78.230344,0.014000
c_P05,2,DIFF,0.491442,91.969375,0.014000
c_P05,2,DIFF,0.514438,117.351568,0.008000
c_P05,2,DIFF,0.768187,181.327892,0.038000
c_P05,2,DIFF,0.574160,112.143671,0.016000
c_P05,2,DIFF,0.496150,87.272887,0.030000
c_P05,2,DIFF,0.365524,75.278737,0.008000
c_P05,2,DIFF,0.597718,137.170655,0.036000
c_P05,2,DIFF,0.562461,110.919089,0.016000
c_P05,2,DIFF,0.684805,186.539436,0.032000
c_P05,2,DIFF,1.062695,196.620704,0.066000
c_P05,2,DIFF,0.598896,121.349470,0.016000
c_P05,2,DIFF,0.545323,111.963426,0.020000
c_P05,2,DIFF,0.669469,131.082540,0.018000
c_P05,2,DIFF,0.597436,131.609912,0.020000
c_P05,2,DIFF,0.825231,165.160624,0.020000
c_P05,2,DIFF,0.319958,56.847116,0.012000
c_P05,2,DIFF,0.380341,79.452043,0.016000
c_P05,2,DIFF,0.652074,156.989216,0.022000
c_P05,2,DIFF,0.938081,181.674996,0.016000
c_P05,2,DIFF,0.575218,95.794644,0.016000
c_P05,2,DIFF,0.284347,45.551216,0.008000
c_P05,2,DIFF,0.403198,71.455907,0.012000
c_P05,2,DIFF,0.506497,102.053236,0.030000
c_P05,2,DIFF,0.469815,108.835002,0.014000
c_P05,2,DIFF,0.615374,178.019963,0.074000
c_P05,2,DIFF,0.533535,123.091818,0.024000
c_P05,2,DIFF,0.629421,169.499529,0.044000
c_P05,2,DIFF,0.343487,50.940894,0.028000
c_P05,2,DIFF,0.428432,82.583057,0.016000
c_P05,2,DIFF,0.423909,70.058956,0.016000
c_P05,2,DIFF,0.601252,125.341511,0.018000
c_P05,2,DIFF,0.369843,64.497846,0.016000
c_P05,2,DIFF,0.575601,115.608374,0.016000
c_P05,2,DIFF,0.749846,129.179995,0.016000
c_P05,2,DIFF,0.728061,148.472252,0.014000
c_P05,2,DIFF,0.521358,103.271570,0.016000
c_P05,2,DIFF,0.476679,81.882084,0.014000
c_P05,2,DIFF,0.473501,91.455332,0.016000
c_P05,2,DIFF,0.349816,56.840440,0.014000
c_P05,2,DIFF,0.414887,74.925745,0.018000
c_P05,2,DIFF,0.423170,66.240285,0.014000
c_P05,2,DIFF,0.463637,80.667064,0.014000
c_P05,2,DIFF,0.351403,68.329874,0.014000
c_P05,2,DIFF,0.437238,77.369147,0.014000
c_P05,2,DIFF,0.367402,64.504522,0.014000
c_P05,2,DIFF,0.559056,108.652253,0.018000
c_P05,2,DIFF,0.439458,82.409483,0.014000
c_P05,2,DIFF,0.468533,96.842752,0.014000
c_P05,2,DIFF,0.480132,100.140614,0.016000
c_P05,2,DIFF,0.482900,84.846194,0.018000
c_P05,2,DIFF,0.555925,91.969375,0.018000
c_P05,2,DIFF,0.495691,80.493490,0.014000
c_P05,2,DIFF,0.305615,52.848161,0.022000
c_P05,2,DIFF,0.648965,111.082228,0.016000
c_P05,2,DIFF,0.393123,74.064545,0.034000
c_P05,2,DIFF,0.603507,107.270368,0.018000
c_P05,2,DIFF,0.886583,159.773664,0.018000
c_P05,2,DIFF,0.761863,147.591094,0.016000
c_P05,2,DIFF,0.612138,159.419872,0.030000
c_P05,2,DIFF,0.746443,149.860741,0.018000
c_P05,2,DIFF,0.707133,153.859305,0.016000
c_P05,2,DIFF,0.673386,137.163979,0.016000
c_P05,2,DIFF,0.317666,78.057604,0.018000
c_P05,2,DIFF,0.799933,199.924765,0.032000
c_P05,2,DIFF,0.573020,124.473678,0.020000
c_P05,2,DIFF,0.664862,126.743394,0.018000
c_P05,2,DIFF,0.545040,148.118454,0.034000
c_P05,2,DIFF,0.858917,137.344219,0.018000
c_P05,2,DIFF,0.571797,107.610833,0.018000
c_P05,2,DIFF,0.508701,120.481632,0.022000
c_P05,2,DIFF,0.588505,140.127912,0.028000
c_P05,2,DIFF,0.853068,174.899754,0.020000
c_P05,2,DIFF,0.665453,124.300111,0.018000
c_P05,2,DIFF,0.660295,185.150196,0.022000
c_P05,2,DIFF,0.931985,183.231538,0.070000
c_P05,2,DIFF,0.641961,95.621072,0.016000
c_P05,2,DIFF,0.481635,82.576381,0.016000
c_P05,2,DIFF,0.348560,42.942118,0.014000
c_P05,2,DIFF,0.468468,93.531528,0.012000
c_P05,2,DIFF,0.614922,118.398819,0.014000
c_P05,2,DIFF,0.612249,120.648524,0.016000
c_P05,2,DIFF,0.453046,92.656989,0.012000
c_P05,2,DIFF,0.569737,99.092509,0.016000
c_P05,2,DIFF,0.337135,49.029452,0.008000
c_P05,2,DIFF,0.514416,95.794644,0.014000
c_P05,2,DIFF,0.438761,69.711805,0.012000
c_P05,2,DIFF,0.955162,189.498130,0.014000
c_P05,2,DIFF,0.832543,170.547537,0.016000
c_P05,2,DIFF,1.010418,198.355756,0.018000
c_P05,2,DIFF,0.457763,89.886500,0.012000
c_P05,2,DIFF,0.678880,180.805984,0.036000
c_P05,2,DIFF,0.793859,159.940547,0.016000
c_P05,2,DIFF,0.651092,134.560515,0.020000
c_P05,2,DIFF,0.819428,151.596347,0.016000
c_P05,2,DIFF,0.416763,64.155701,0.014000
c_P05,2,DIFF,0.749627,183.590739,0.034000
c_P05,2,DIFF,0.381953,55.285756,0.008000
c_P05,2,DIFF,0.711224,200.444986,0.010000
c_P05,2,DIFF,0.614564,134.038987,0.010000
c_P05,2,DIFF,0.608741,179.240257,0.034000
c_P05,2,DIFF,0.597761,111.616288,0.016000
c_P05,2,DIFF,0.244619,37.380512,0.010000
c_P05,2,DIFF,0.486467,124.478685,0.020000
c_P05,2,DIFF,0.793139,137.865328,0.018000
c_P05,2,DIFF,0.418264,87.456474,0.026000
c_P05,2,DIFF,0.379687,65.893133,0.014000
c_P05,2,DIFF,0.428423,89.365780,0.016000
c_P05,2,DIFF,0.356286,76.674847,0.028000
c_P05,2,DIFF,0.527172,87.796945,0.024000
c_P05,2,DIFF,0.782536,159.766989,0.020000
c_P05,2,DIFF,0.650868,139.079856,0.022000
